id,topic_id,text,type,effectiveness;;;;;;
"In conclusion Luke loves the sea and he wants to keep going out and adventuring the wild and the unknown. Luke couldn't say no because it was his freind don and he wanted to explore another island. Luke loves the same because he likes tending the cows and he likes his fellow crew mates that are with him on his journeys to the out and the open sea. Another reason that is because he wants to be in dangerous storms and worlpools. Luke want to take the risks in the dangerous sea. "",Evidence,Ineffective";;;;;;
"286840f409d1,446C81F7D0B7,""venus is the closet planet to earth and also has the hottest surface temperatue of any planet in our solar system . '' astronomers are fascinated by venus because it may well once have been the most earth-like planet in our solar system '' this shows that venus is a likely planet. There are numerous factors contribute to venus's reputation as a challenging planet for human to study , However NASA is working on other ways to study venus . ''Many researchers are working on innovations that would allow our machines to last long enough to contribute meaningfully to out knowledge of venus '' "",Evidence,Ineffective";;;;;;
42933bf1ffc6,446C81F7D0B7,this shows that its alot to learn about venus ,Claim,Ineffective;;;;;;
"125f60a67292,446C81F7D0B7,"".""""striving to meet the meet the challenge presented by venus has vaulse , not only because of insight to be gained on the planet itself , but also because of human curiosity will likely lead us into many equally intimidating endeavors. "",Evidence,Ineffective";;;;;;
"0428f0746482,4483D41956AE,""First, people have many different emotions. "",Claim,Ineffective";;;;;;
"64946afdcc0d,4483D41956AE,""Most of humans would have trouble describing each favial trait. Whenever someone tightens their lips that mean that they are in anger. Computer can recognize the subtle facial movements that human use to express how they feel. When someone make a movement of one or more muscles that is called """"action unit."""" "",Evidence,Adequate";;;;;;
"8d389a0d770c,4483D41956AE,""Then, many characters can make a movements of facial muscles. "",Claim,Ineffective";;;;;;
"a889b506d648,4483D41956AE,""For example, when you are surprise, you have your mouth open and raises your eyebrows. Each expresseion that people makes is compared against a neutral face. Muscular action units indicate the difference between a genuine smile and forced one. "",Evidence,Adequate";;;;;;
"45e761ff9fc1,4483D41956AE,""Finally, making a communication with others will also showed your facial expressions. "",Claim,Ineffective";;;;;;
"0260b520c556,4483D41956AE,""You can tell how your friends is feeling by looking on their faces. Computers can tracks your facial movements and expressions. Computers stores similar anatomical information as electronic code. For example, computer can recognize when you are becoming confused or bored. "",Evidence,Adequate";;;;;;
ec6e9488d042,448CB43A2D43,Technology has come so good in the past 17 years. ,Claim,Ineffective;;;;;;
"b1e0ba9f6b1f,448CB43A2D43,""I remember back in 2000 when the flip phones had just come out and fast forwars 17 years later we now have a computer that can read anyones facial expression and tell us how they are feeling. I can't even begin to imagine how much more advanced technology is going to get later on in life, it already seems to be that we could possibly have all the technology we could ask for, yet people all around the world just seem to be getting better and thinking of smarter ways to invent new things. ";;;;;;
",Evidence,Ineffective
b3cd07ffd906,448CB43A2D43,Why is this a good idea you may ask. For starters if technology will be able to read kids expressions while learning and being in class for teachers there will be one very good benifit. """" A classroom computer could recognize when a student is becoming confused or bored"""" Dr. Huang predicts this is going to be a very good thing for teachers, because teachers will be able to know what a kid is feeling this means that the teach will no longer have to keep going over the same information with the same kids just because one kid does not understrand it or isnt paying attention. "",Evidence,Adequate";;;;;;
"f456aecc3f38,448CB43A2D43,""The teacher can focus on those targeted students spicificly, and not have to go over the same information multiply times. Knoledge is a great thing to have. ";;;;;;
",Claim,Adequate
9a2ea192761d,448CB43A2D43,One good benifit from this is that teachers can teach more to kids in a more faster way so they can get more things done, "",Claim,Adequate";;;;;;
5132162ec81d,448CB43A2D43,because the FACS will tell you if the kids understands the information and or get bored that way techers can work with those kids in a different time and move on to more things with the kids that do understand it. ,Evidence,Adequate;;;;;;
589c3de41d21,44D318388E8C,Extracurricular activities can help improve students' social skills ,Claim,Effective;;;;;;
2dc61f545e33,44D318388E8C,they have to interact and work with each other outside of school so much that many students will even start to make new friends. ,Evidence,Adequate;;;;;;
58b9eea4844e,44D318388E8C,If a student is playing a sport it will help him/her get outside and get fresh air after hours of being stuck inside school. ,Evidence,Effective;;;;;;
53fc4d61a14c,44D318388E8C,Playing a sport will require exercise making the students healthier and therefore happier. ,Claim,Effective;;;;;;
56e023780343,44D318388E8C,and are sometimes unhealthy because of the lack of exercise ,Evidence,Adequate;;;;;;
67ad957355cb,44D318388E8C,Extracurricular activities are powerful learning tools because students are learning while having fun. ,Claim,Effective;;;;;;
"d73bb59cdcbe,44D318388E8C,""Students on sport teams might learn about teamwork and the positive effect of good sportsmanship while students in drama club might learn about how to project your voice and speak confidently on stage, two very important traits if you want to be a leader. "",Evidence,Effective";;;;;;
